Avg_syn_flag,Avg_urg_flag,Avg_fin_flag,Avg_ack_flag,Avg_psh_flag,Avg_rst_flag,Avg_DNS_pkt,Avg_TCP_pkt,Avg_UDP_pkt,Avg_ICMP_pkt,Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_length,Min_pkts_length,Max_pkts_length,StDev_pkts_length,Avg_small_payload_pkt,Avg_payload,Min_payload,Max_payload,StDev_payload,Avg_DNS_over_TCP,Label
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.025297,0.0025297,2.5e-05,0.018007,0.005932505684316235,770.5,54.0,1474.0,710.8997819664879,0.4,716.5,0.0,1420.0,710.8997819664879,0.0,1.0
0.0,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.0,0.0,0.158981,0.0158981,6e-06,0.119033,0.04023255694742478,1315.6,54.0,1474.0,446.26728413461916,0.1,1261.6,0.0,1420.0,446.26728413461916,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.000035,3.5e-06,3e-06,4e-06,3.3333333333333335e-07,1474.0,1474.0,1474.0,0.0,0.0,1420.0,1420.0,1420.0,0.0,0.0,1.0
0.0,0.0,0.0,0.8,0.2,0.0,0.0,1.0,0.0,0.0,0.000672,6.72e-05,2e-06,0.000371,0.00014282681821002665,1045.2,54.0,1474.0,604.5453388015383,0.2,991.2,0.0,1420.0,604.5453388015383,0.0,1.0
0.0,0.0,0.0,0.4,0.6,0.0,0.0,1.0,0.0,0.0,0.017115,0.0017115,1.1e-05,0.012122,0.0038756132095450393,699.0,54.0,1392.0,631.6201390076159,0.4,645.0,0.0,1338.0,631.6201390076159,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.062060,0.006206,6e-06,0.028824,0.01103145177561765,991.2,54.0,1474.0,649.9656059276437,0.3,937.2,0.0,1420.0,649.9656059276437,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.013729,0.0013729,6e-06,0.010142,0.003361106109270842,777.9,54.0,1474.0,671.6137199975063,0.4,723.9,0.0,1420.0,671.6137199975063,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.047371,0.0047371,3.8e-05,0.018193,0.007525558951186136,999.3,54.0,1474.0,653.9449603071432,0.3,945.3,0.0,1420.0,653.9449603071432,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.051291,0.0051291,3.8e-05,0.017741,0.007451203929567355,990.6,54.0,1474.0,648.6231914173625,0.3,936.6,0.0,1420.0,648.6231914173625,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.027030,0.002703,1.1e-05,0.024296,0.007998007001747373,911.1,54.0,1474.0,644.9720838058721,0.3,857.1,0.0,1420.0,644.9720838058721,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.073046,0.0073046,1.1e-05,0.030786,0.01178387161311784,951.0,54.0,1474.0,633.4955932496032,0.3,897.0,0.0,1420.0,633.4955932496032,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.015833,0.0015833,6.2e-05,0.006687,0.002406515830914986,794.3,54.0,1474.0,685.6808538477163,0.4,740.3,0.0,1420.0,685.6808538477163,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.036345,0.0036345,2.5e-05,0.018115,0.006249174965545452,974.2,54.0,1474.0,641.6862854143674,0.3,920.2,0.0,1420.0,641.6862854143674,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.021708,0.0021708,1.9e-05,0.01042,0.0044064652500615505,911.7,54.0,1474.0,644.0883393517452,0.3,857.7,0.0,1420.0,644.0883393517452,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.067828,0.0067828,4.9e-05,0.035046,0.01273250522394465,842.0,54.0,1474.0,684.0786179640141,0.4,788.0,0.0,1420.0,684.0786179640141,0.0,1.0
0.0,0.0,0.0,0.4,0.6,0.0,0.0,1.0,0.0,0.0,0.072067,0.0072067,1.8e-05,0.027811,0.010380818165143718,998.8,54.0,1474.0,652.464864954428,0.3,944.8,0.0,1420.0,652.464864954428,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.048916,0.0048916,8e-06,0.019896,0.00829194110936101,773.0,54.0,1474.0,658.7209829156297,0.3,719.0,0.0,1420.0,658.7209829156297,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.060235,0.0060235,6.4e-05,0.0319,0.011016270328221093,777.9,54.0,1474.0,669.3851988537276,0.4,723.9,0.0,1420.0,669.3851988537276,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.033590,0.003359,1.5e-05,0.021397,0.007655217645138801,1007.0,54.0,1474.0,661.838684608602,0.3,953.0,0.0,1420.0,661.838684608602,0.0,1.0
0.0,0.0,0.0,0.4,0.6,0.0,0.0,1.0,0.0,0.0,0.040499,0.0040499,0.000106,0.010203,0.004684474475446644,762.1,54.0,1474.0,652.6497188810821,0.4,708.1,0.0,1420.0,652.6497188810821,0.0,1.0
0.0,0.0,0.0,0.8,0.2,0.0,0.0,1.0,0.0,0.0,0.051373,0.0051373,2.4e-05,0.032802,0.011731900436890484,998.8,54.0,1474.0,659.2994261588078,0.3,944.8,0.0,1420.0,659.2994261588078,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.038051,0.0038051,1.5e-05,0.027644,0.009313877487980562,787.0,54.0,1474.0,662.8344857923097,0.4,733.0,0.0,1420.0,662.8344857923097,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.025531,0.0025531,5e-06,0.024562,0.008148221551016176,911.7,54.0,1474.0,646.4040789887803,0.3,857.7,0.0,1420.0,646.4040789887803,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.055800,0.00558,5e-06,0.029109,0.012139791894839054,990.6,54.0,1474.0,650.922797948335,0.3,936.6,0.0,1420.0,650.922797948335,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.041411,0.0041411,4e-05,0.015253,0.006168376666064131,910.2,54.0,1474.0,640.5332500693812,0.3,856.2,0.0,1420.0,640.5332500693812,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.044306,0.0044306,4e-05,0.011686,0.005745055731767196,856.8,54.0,1474.0,693.0994477305868,0.4,802.8,0.0,1420.0,693.0994477305868,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.051853,0.0051853,1.2e-05,0.029185,0.011264503996083352,911.7,54.0,1474.0,644.0883393517452,0.3,857.7,0.0,1420.0,644.0883393517452,0.0,1.0
0.0,0.0,0.0,0.4,0.6,0.0,0.0,1.0,0.0,0.0,0.050209,0.0050209,4e-05,0.013923,0.006432984800576203,931.9,54.0,1474.0,633.4937428437808,0.3,877.9,0.0,1420.0,633.4937428437808,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,10.096147,1.0096147,3.1e-05,9.968389,3.3175358047619636,765.0,54.0,1474.0,659.7292373896026,0.4,711.0,0.0,1420.0,659.7292373896026,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,7.715946,0.7715946,0.000137,5.931192,1.9669620529312455,327.9,54.0,597.0,283.6619466900698,0.5,273.9,0.0,543.0,283.6619466900698,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.035876,0.0035876,1.4e-05,0.017857,0.006453009061239915,970.7,54.0,1474.0,644.2284015264565,0.3,916.7,0.0,1420.0,644.2284015264565,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.108526,0.0108526,9e-06,0.087411,0.028971675901262216,911.7,54.0,1474.0,644.0883393517452,0.3,857.7,0.0,1420.0,644.0883393517452,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.003367,0.0003367,1.2e-05,0.002945,0.0009653007878952089,982.4,54.0,1474.0,650.411698678443,0.3,928.4,0.0,1420.0,650.411698678443,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.015660,0.001566,7e-06,0.015,0.004974839796415559,1179.3,60.0,1474.0,475.4558163839552,0.1,1125.3,6.0,1420.0,475.4558163839552,0.0,1.0
0.0,0.0,0.0,0.8,0.2,0.0,0.0,1.0,0.0,0.0,0.108350,0.010835,1.8e-05,0.085762,0.028594461502380337,856.8,54.0,1474.0,698.4682924482368,0.4,802.8,0.0,1420.0,698.4682924482368,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.003026,0.0003026,1.7e-05,0.002667,0.0008758301458870005,1178.7,54.0,1474.0,481.7020863562872,0.1,1124.7,0.0,1420.0,481.7020863562872,0.0,1.0
0.0,0.0,0.0,0.8,0.2,0.0,0.0,1.0,0.0,0.0,0.002159,0.0002159,1.2e-05,0.001899,0.0006235532143378872,911.7,54.0,1474.0,656.723863837255,0.3,857.7,0.0,1420.0,656.723863837255,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.017655,0.0017655,8e-06,0.013599,0.004502623429735158,1136.7,54.0,1474.0,577.4776667158268,0.2,1082.7,0.0,1420.0,577.4776667158268,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.025742,0.0025742,1.3e-05,0.015024,0.005486025286529806,769.7,54.0,1474.0,660.3517665271711,0.4,715.7,0.0,1420.0,660.3517665271711,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.036913,0.0036913,3.1e-05,0.019929,0.006885095535123517,998.8,54.0,1474.0,657.0291385386868,0.3,944.8,0.0,1420.0,657.0291385386868,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.059158,0.0059158,1.2e-05,0.022388,0.009463452164041994,950.4,54.0,1474.0,635.6119011542255,0.3,896.4,0.0,1420.0,635.6119011542255,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.033154,0.0033154,6.5e-05,0.011907,0.0051830981993827244,769.7,54.0,1474.0,660.3517665271711,0.4,715.7,0.0,1420.0,660.3517665271711,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.022486,0.0022486,0.0,0.011305,0.004039923486624193,990.6,54.0,1474.0,650.922797948335,0.3,936.6,0.0,1420.0,650.922797948335,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.023573,0.0023573,1.2e-05,0.014691,0.005231104610351856,919.9,54.0,1474.0,651.3634332860744,0.3,865.9,0.0,1420.0,651.3634332860744,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.021319,0.0021319,9e-06,0.019697,0.006509929104410004,766.8,54.0,1474.0,664.029584347632,0.4,712.8,0.0,1420.0,664.029584347632,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.030763,0.0030763,1.6e-05,0.016574,0.006530823272077657,911.7,54.0,1474.0,644.0883393517452,0.3,857.7,0.0,1420.0,644.0883393517452,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.043951,0.0043951,1.2e-05,0.023446,0.009616444185756905,998.8,54.0,1474.0,657.0291385386868,0.3,944.8,0.0,1420.0,657.0291385386868,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.029852,0.0029852,1.4e-05,0.023053,0.007678442313458577,808.4,54.0,1474.0,663.6396612620437,0.4,754.4,0.0,1420.0,663.6396612620437,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.021818,0.0021818,6e-06,0.02037,0.0067337608135754606,911.7,54.0,1474.0,646.4040789887803,0.3,857.7,0.0,1420.0,646.4040789887803,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.054058,0.0054058,5.2e-05,0.037334,0.012269991413109374,911.7,54.0,1474.0,644.0883393517452,0.3,857.7,0.0,1420.0,644.0883393517452,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.051861,0.0051861,1.5e-05,0.031056,0.01070800401568845,950.4,54.0,1474.0,637.9584103476757,0.3,896.4,0.0,1420.0,637.9584103476757,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.082020,0.008202,3e-05,0.038539,0.014950099163550721,786.1,54.0,1474.0,679.2889174227217,0.4,732.1,0.0,1420.0,679.2889174227217,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.038976,0.0038976,3.4e-05,0.025574,0.008992817091990696,982.4,54.0,1474.0,648.1102786820568,0.3,928.4,0.0,1420.0,648.1102786820568,0.0,1.0
0.0,0.0,0.0,0.8,0.2,0.0,0.0,1.0,0.0,0.0,0.063807,0.0063807,1e-05,0.037738,0.013017380621691908,817.4,54.0,1474.0,685.1180271392011,0.4,763.4,0.0,1420.0,685.1180271392011,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.064641,0.0064641,7e-06,0.048145,0.01626182794153228,974.2,54.0,1474.0,641.6862854143674,0.3,920.2,0.0,1420.0,641.6862854143674,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.108174,0.0108174,1.3e-05,0.064632,0.02293282920291345,856.7,54.0,1474.0,637.5271758913498,0.3,802.7,0.0,1420.0,637.5271758913498,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.029019,0.0029019,2e-05,0.018537,0.0066000540717482,674.5,54.0,1474.0,616.9965333956279,0.4,620.5,0.0,1420.0,616.9965333956279,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.049993,0.0049993,7e-06,0.027172,0.010963761897471344,990.6,54.0,1474.0,650.922797948335,0.3,936.6,0.0,1420.0,650.922797948335,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.068325,0.0068325,4.5e-05,0.020211,0.009020875096131194,840.6,54.0,1474.0,632.0459195694917,0.3,786.6,0.0,1420.0,632.0459195694917,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.048451,0.0048451,8e-06,0.032366,0.011383115842236596,990.6,54.0,1474.0,653.2143088859377,0.3,936.6,0.0,1420.0,653.2143088859377,0.0,1.0
0.0,0.0,0.0,0.4,0.6,0.0,0.0,1.0,0.0,0.0,0.069274,0.0069274,4.2e-05,0.024324,0.009686363745550293,743.3,54.0,1392.0,672.3418525323756,0.4,689.3,0.0,1338.0,672.3418525323756,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.043504,0.0043504,1.6e-05,0.025134,0.009539801331497656,919.9,54.0,1474.0,651.3634332860744,0.3,865.9,0.0,1420.0,651.3634332860744,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.019253,0.0019253,1.9e-05,0.014742,0.004872782874748725,692.5,54.0,1474.0,626.0130012849396,0.4,638.5,0.0,1420.0,626.0130012849396,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.054030,0.005403,2.9e-05,0.014918,0.007110410694889571,990.6,54.0,1474.0,648.6231914173625,0.3,936.6,0.0,1420.0,648.6231914173625,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.012448,0.0012448,8e-06,0.011671,0.0038590163074430136,777.9,54.0,1474.0,669.3851988537276,0.4,723.9,0.0,1420.0,669.3851988537276,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.053284,0.0053284,9e-06,0.024749,0.010023028972210834,963.4,54.0,1474.0,642.8741366360568,0.3,909.4,0.0,1420.0,642.8741366360568,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.032968,0.0032968,2.7e-05,0.012091,0.00542797707356167,982.4,54.0,1474.0,645.8006572378886,0.3,928.4,0.0,1420.0,645.8006572378886,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.028820,0.002882,1e-05,0.016044,0.006260167744912627,777.9,54.0,1474.0,671.6137199975063,0.4,723.9,0.0,1420.0,671.6137199975063,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.026147,0.0026147,1.3e-05,0.014814,0.005287511956907941,1032.0,54.0,1474.0,595.5441955798822,0.2,978.0,0.0,1420.0,595.5441955798822,0.0,1.0
0.0,0.0,0.0,0.8,0.2,0.0,0.0,1.0,0.0,0.0,0.038268,0.0038268,1.1e-05,0.02227,0.008354160714877348,794.3,54.0,1474.0,687.8565822740798,0.4,740.3,0.0,1420.0,687.8565822740798,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.059377,0.0059377,3.4e-05,0.024956,0.008822321620626726,974.2,54.0,1474.0,639.3534581469349,0.3,920.2,0.0,1420.0,639.3534581469349,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.033602,0.0033602,6e-06,0.020372,0.007133589421026261,910.2,54.0,1474.0,642.8617961030885,0.3,856.2,0.0,1420.0,642.8617961030885,0.0,1.0
0.0,0.0,0.0,0.4,0.6,0.0,0.0,1.0,0.0,0.0,0.043378,0.0043378,1.4e-05,0.023317,0.008302083379757423,990.6,54.0,1474.0,647.4703253603382,0.3,936.6,0.0,1420.0,647.4703253603382,0.0,1.0
0.0,0.0,0.0,0.4,0.6,0.0,0.0,1.0,0.0,0.0,0.033311,0.0033311,1.7e-05,0.022892,0.0078985458278372,911.1,54.0,1474.0,641.487585399922,0.3,857.1,0.0,1420.0,641.487585399922,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.025990,0.002599,1.5e-05,0.013186,0.005423888752034323,909.4,54.0,1474.0,645.3767547375375,0.3,855.4,0.0,1420.0,645.3767547375375,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.041547,0.0041547,1.8e-05,0.023619,0.009025503864051026,786.1,54.0,1474.0,679.2889174227217,0.4,732.1,0.0,1420.0,679.2889174227217,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.047440,0.004744,2e-05,0.014021,0.006258891643982272,990.6,54.0,1474.0,648.6231914173625,0.3,936.6,0.0,1420.0,648.6231914173625,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.052007,0.0052007,1.5e-05,0.041179,0.013517477918523773,903.5,54.0,1474.0,638.9556148730346,0.3,849.5,0.0,1420.0,638.9556148730346,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.020968,0.0020968,7e-06,0.011551,0.004092538630782175,919.4,54.0,1474.0,638.667397355184,0.3,865.4,0.0,1420.0,638.667397355184,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.117669,0.0117669,2e-05,0.039738,0.01676574718734599,841.6,54.0,1474.0,683.8185594309518,0.4,787.6,0.0,1420.0,683.8185594309518,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,17.798911,1.7798911,8.9e-05,10.002718,3.665570494711491,327.3,54.0,597.0,284.29720364435525,0.5,273.3,0.0,543.0,284.29720364435525,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.597463,0.0597463,9e-06,0.597144,0.19903471661796704,1186.0,60.0,1474.0,486.8444880611832,0.1,1132.0,6.0,1420.0,486.8444880611832,0.0,1.0
0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.132384,0.0132384,4e-06,0.106886,0.03548543649160878,1045.5,54.0,1474.0,589.7598852263709,0.2,991.5,0.0,1420.0,589.7598852263709,0.0,1.0
0.0,0.0,0.0,0.8,0.2,0.0,0.0,1.0,0.0,0.0,0.001047,0.0001047,5e-06,0.000971,0.00032056629579542515,1124.4,54.0,1474.0,581.11142553635,0.2,1070.4,0.0,1420.0,581.11142553635,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.103666,0.0103666,5e-06,0.070143,0.024436811658393117,827.2,54.0,1474.0,639.1181076730306,0.3,773.2,0.0,1420.0,639.1181076730306,0.0,1.0
0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.024569,0.0024569,2e-06,0.024413,0.008131184453147715,1157.2,54.0,1474.0,584.0016742746168,0.2,1103.2,0.0,1420.0,584.0016742746168,0.0,1.0
