timestamp,source_mac,destination_mac,source_ip,destination_ip,protocol,source_port,destination_port,tcp_flags,ip_version,ip_protocol,tor
1437585359.585458,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585363.686940,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585363.686974,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585363.798861,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585363.798934,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585388.092132,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585388.092194,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585388.092238,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585388.092276,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,PA,4,6,0
1437585388.092189,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585388.092200,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585388.092206,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585388.092211,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585404.491510,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,PA,4,6,0
1437585404.491717,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585404.731370,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585404.731474,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585404.843582,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585404.843614,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585426.972138,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585426.972251,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585426.972336,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585426.972560,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585426.972594,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585426.972597,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585426.972834,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585426.972924,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,PA,4,6,0
1437585426.973122,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585426.973129,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585434.843410,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585434.843500,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585434.957941,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585434.957970,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585453.549998,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585453.550231,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585453.550413,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585453.550426,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585453.550564,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585453.550781,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585453.551102,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585453.551285,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585453.551461,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,PA,4,6,0
1437585453.551612,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585453.779242,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585453.779314,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585453.889725,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585453.889800,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585464.335592,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585464.335628,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585464.447530,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585464.447559,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585478.828032,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585478.828183,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585478.828455,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585478.828510,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585478.828634,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585478.828790,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585478.828923,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585478.829007,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,PA,4,6,0
1437585478.829090,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585478.829143,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585479.103087,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585479.103349,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585479.178574,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585479.178608,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585491.357686,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585491.357735,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585491.470337,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585491.470370,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585501.001884,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585501.001994,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585501.002057,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585501.002168,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585501.002176,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585501.002286,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585501.002332,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585501.002396,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,PA,4,6,0
1437585501.002478,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585501.002584,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585501.239998,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585501.240090,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585501.352559,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585501.352595,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585503.045312,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585503.045393,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585503.158657,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585503.158709,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585542.712806,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585542.712921,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585542.713029,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585542.713036,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585542.713095,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585542.713167,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585542.713242,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585542.713247,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585542.713355,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585542.713504,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585542.713557,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585542.713700,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585542.713754,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,PA,4,6,0
1437585542.713906,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585542.941705,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585542.941797,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585543.053994,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585543.054020,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585545.613990,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585545.614023,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585545.724413,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585545.724433,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585582.194440,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585582.194513,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585582.194530,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585582.194546,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585582.194562,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,PA,4,6,0
1437585582.194489,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585582.194514,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585582.194520,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585582.194525,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585582.194529,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585582.417898,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585582.417989,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585582.530237,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585582.530265,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585585.761008,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585585.761084,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585585.874859,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585585.874884,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585598.753087,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585598.753198,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585598.753271,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585598.753387,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,PA,4,6,0
1437585598.753586,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585598.753593,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585598.753618,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585598.753667,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585599.007043,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585599.007132,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585599.116015,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585599.116044,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585601.406464,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585601.406509,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585601.516623,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585601.516659,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585617.819343,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585617.819461,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585617.819524,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585617.819627,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,PA,4,6,0
1437585617.819720,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585617.819728,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585617.819731,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585617.819848,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585618.048369,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585618.048461,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585618.160670,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585618.160701,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585622.018636,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585622.018671,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585622.129240,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585622.129320,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585635.185423,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585635.185486,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585635.185498,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585635.185525,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585635.185537,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,PA,4,6,0
1437585635.185443,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585635.185460,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585635.185467,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585635.185474,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585635.185481,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,A,4,6,0
1437585635.426780,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585635.426851,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585635.540003,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585635.540030,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585637.167222,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585637.167257,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585637.279381,08:00:27:78:57:ca,08:00:27:11:4d:b1,5.9.28.6,10.152.152.11,,5222,49655,PA,4,6,0
1437585637.279410,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
1437585655.052918,08:00:27:11:4d:b1,08:00:27:78:57:ca,10.152.152.11,5.9.28.6,,49655,5222,A,4,6,0
