timestamp,source_mac,destination_mac,source_ip,destination_ip,protocol,source_port,destination_port,tcp_flags,ip_version,ip_protocol,tor
1437494744.932754,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494744.943514,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494744.943539,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494744.943549,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494744.986346,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494744.987468,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494744.987481,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494744.987524,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494744.987943,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494744.987955,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494744.989232,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494744.990193,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494744.990204,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494744.990660,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.026724,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.026758,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.032351,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.035314,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.035326,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.035352,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.045153,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.045182,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.045217,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.045224,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.045229,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.045251,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.045715,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,PA,4,6,1
1437494745.045823,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.072606,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.072635,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.072647,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.072675,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.091008,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.091036,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.095803,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.095814,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.095821,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.110292,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.118488,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.118515,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.118547,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.118554,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.118560,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.140074,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.140101,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.140111,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.151689,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.171033,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.171063,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.171092,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.181725,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.181743,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.182126,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,PA,4,6,1
1437494745.182706,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.207408,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.207868,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.207880,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.207909,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.240791,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.240841,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.240900,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.240909,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.240916,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.254530,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.254571,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.254584,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.254613,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.292125,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.292169,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.292202,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.292210,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.292216,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.318824,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.318878,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.318891,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.319882,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.319891,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.319897,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.360314,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.360353,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.360366,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.360395,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.374565,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.374608,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.374638,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.375367,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.375376,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.397396,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.397432,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.397444,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.397473,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.397990,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,PA,4,6,1
1437494745.398391,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.425777,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.425811,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.425823,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.425854,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.450238,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.450281,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.458859,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.463701,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.463753,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.464137,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.475227,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.475291,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.475324,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.475332,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.475338,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.502345,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.502387,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.502400,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.502456,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.525290,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.525330,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.525362,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.525369,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.525375,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.552816,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.553266,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,PA,4,6,1
1437494745.553433,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.565320,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.566446,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494745.566464,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494745.566507,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.603335,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,PA,4,6,1
1437494745.603378,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,A,4,6,1
1437494766.553124,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,PA,4,6,1
1437494766.553327,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494770.296686,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,PA,4,6,1
1437494770.296900,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494770.297195,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,PA,4,6,1
1437494770.297351,52:54:00:12:35:02,08:00:27:86:44:cf,82.161.239.177,10.0.2.15,,110,57188,A,4,6,1
1437494770.298207,08:00:27:86:44:cf,52:54:00:12:35:02,10.0.2.15,82.161.239.177,,57188,110,PA,4,6,1
